id,label,content,event_label,if_marked_label
5.53e+17,0,Charlie Hebdo became well known for publishing the Muhammed cartoons two years ago,0,0
5.53e+17,0,Charlie Hebdo???????????????????o????????????????????????s Last Tweet Before Shootings http://t.co/9Oa2xAqOcM http://t.co/skJHNEQcn0,0,0
5.53e+17,0,Prediction: the #CharlieHebdo massacre will not dent the political class's complacency one iota,0,0
5.53e+17,0,"10:28am Charlie Hebdo account mocks ISIS leader, wishing him ""good health and best wishes"" http://t.co/9Oa2xAqOcM http://t.co/uYXayKLA7q",0,0
5.53e+17,0,"If your faith isn't strong enough to cope with satirical poke, it oughtn't be strong enough to induce you to kill. Barbaric #CharlieHebdo",0,0
5.53e+17,0,Just arrived at scene of massacre #Paris #charliehebdo http://t.co/bxDwfuqRz8,0,0
5.53e+17,0,Police car with bullet holes in front of Charlie hebdo headquarter. Photo  @WilliamMolinie http://t.co/lzQdhJ6kxR,0,0
5.53e+17,0,Police car with bullet holes in front of Charlie hebdo headquarter. Photo  @WilliamMolinie http://t.co/k6inhBmGsf,0,0
5.53e+17,0,Every newspaper in Europe should publish those cartoons from Charlie Hebdo tomorrow. Every single one.,0,0
5.53e+17,0,"Jews, Catholics, Muslims, white people, black people. Everyone attacked by Charlie Hebdo, yet who reacts like this? http://t.co/fkvhfJxPoO",0,0
5.53e+17,0,'It's a massacre. There are dead!' employee of Charlie Hebdo tells French media outlet before call disconnects http://t.co/Q27XnP3AS3,0,0
5.53e+17,0,If religion ???a any religion ???a is off-limits for open debate we are in a very dangerous situation. #Freedomofexpression #CharlieHebdo,0,0
5.53e+17,0,#CharlieHebdo published a cartoon of the notorious #ISIS leader last week (They've just tweeted the pic again). http://t.co/YYyxzNaFFb,0,0
5.53e+17,0,"The right to mock &amp; criticise religion is a key tenet of a free and democratic society, whether it be Islam or Christianity. #CharlieHebdo",0,0
5.53e+17,0,French newspaper Charlie Hebdo's last tweet before gunmen attack http://t.co/vsjId0EWRk http://t.co/yJhgbhIXQ6,0,0
5.53e+17,0,"Today's #CharlieHebdo cover on Houellebecq: ""In 2022 I'll observe Ramadan"" http://t.co/G7zbitA3Cj",0,0
5.53e+17,0,#CharlieHebdo. That is all. http://t.co/9zzpYZcAJ8,0,0
5.53e+17,0,"If this cartoon is why #CharlieHebdo staff have been shot at, all publications should show solidarity and republish http://t.co/LGuUi7dj1u",0,0
5.53e+17,0,Solidarity with Charlie Hebdo. http://t.co/gvLp0NwLax,0,0
5.53e+17,0,"Charlie Hebdo's Nov 2011 CHARIA HEBDO ""guest-edited"" by Muhammad:""100 lashes of the whip if you don't die laughing."" http://t.co/5EzG448CNm",0,0
5.53e+17,0,"Charlie Hebdo's last cartoon on Twitter: Abu Bakr al-Baghdadi saying ""and especially, health!"" (New Year's greeting) http://t.co/UMEWDeR6z4",0,0
5.53e+17,0,"Jews, Catholics, Muslims, white people, black people. Everyone attacked by Charlie Hebdo, yet who reacts like this? http://t.co/gG5ZCJK9Ac",0,0
5.53e+17,0,"If the #CharlieHebdo killings are what many think they are, there are dark days ahead for #France and Europe. Everyone will lose.",0,0
5.53e+17,0,"""Love Stronger Than Hate."" All our thoughts with #CharlieHebdo http://t.co/BqRLXRZdJT",0,0
5.53e+17,0,This is the #CharlieHebdo cover of Prophet Mohammed that provoked firebombing of its offices http://t.co/hOUA9DrVaK http://t.co/vDj5EGiRRq,0,0
5.53e+17,0,Why it's Charlie Hebdo's right to draw Muhammad http://t.co/GlF9dgwFS0 http://t.co/Vkfw5ZbmvC,0,0
5.53e+17,0,"For those saying we don't yet know who's responsible for #CharlieHebdo killings, yes, you're right, it was probably fundamentalist atheists.",0,0
5.53e+17,0,"Anybody who wants to talk about what Charlie Hebdo might have done to ""provoke"" this should probably shut up, forever.",0,0
5.53e+17,0,Cowardly attack on Charlie Hebdo's offices. The humourless fanatics can fuck off. Freedom of speech is more important than your feelings.,0,0
5.53e+17,0,The Guardian has live coverage of the Paris shooting at Charlie Hebdo  http://t.co/M27vO7xFIk,0,0
5.53e+17,0,Appalled to hear news of apparent terrorist attack in Paris. My thoughts are with the family and friends of those killed.,0,0
5.53e+17,0,in support of those that have died today in Paris #CharlieHebdo #freedomwillNeverDie http://t.co/FkkDZXChdt,0,0
5.53e+17,0,"#Freespeech is a non-negotiable human right. We condemn the appalling attack on Charlie Hebdo, and any attempt to silence the free press.",0,0
5.53e+17,0,"More Charlie Hebdo covers, including ""the life of Mohamed"". These are people willing to kill over a cartoon. http://t.co/VAEnDpBYSu",0,0
5.53e+17,0,"I'm uneasy with the portrayal of Charlie Hebdo as magazine that ""provokes"". No, it publishes cartoons. People choose how they react to that.",0,0
5.53e+17,0,Not 1st attack on #CharlieHebdo. Office was firebombed on 2 Nov '11 over controvers. caricature of Prophet Muhammad http://t.co/0wAINRJ1Z7,0,0
5.53e+17,0,"Paris on maximum alert after #CharlieHebdo attack, officials say as President Hollande arrives at scene http://t.co/MmxR2nmi5R",0,0
5.53e+17,0,Paris alert status raised to the highest level with #CharlieHebdo gunmen reportedly on the run http://t.co/xcK8lY9IeR http://t.co/tQuxQ06Q7f,0,0
